0.504868,-4.21635,0,0,0.702432,0.711751
0.499546,-4.10939,0,0,0.752866,0.658174
0.466737,-3.98803,0,0,0.832247,0.554406
0.411478,-3.89412,0,0,0.899188,0.437563
0.319087,-3.80727,0,0,0.954251,0.299006
0.226377,-3.75138,0,0,0.972207,0.234121
0.12815,-3.70754,0,0,0.983662,0.180025
0.00973847,-3.66983,0,0,0.990475,0.137689
-0.0989293,-3.63895,0,0,0.991043,0.133543
-0.220106,-3.606,0,0,0.991316,0.131498
-0.323955,-3.57859,0,0,0.991769,0.128038
-0.430021,-3.55185,0,0,0.992264,0.124143
-0.536589,-3.52713,0,0,0.992661,0.120934
-0.643298,-3.49999,0,0,0.993008,0.118051
-0.749594,-3.4737,0,0,0.993405,0.114656
-0.851522,-3.44711,0,0,0.993487,0.113946
-0.961101,-3.42303,0,0,0.993807,0.111123
-1.06642,-3.39978,0,0,0.99392,0.110105
-1.17361,-3.37697,0,0,0.99434,0.106249
-1.28352,-3.35524,0,0,0.994545,0.104307
-1.3905,-3.33504,0,0,0.994555,0.104218
-1.50905,-3.31384,0,0,0.994626,0.103534
-1.61632,-3.29601,0,0,0.994681,0.103001
-1.71482,-3.27742,0,0,0.99477,0.10214
-1.81642,-3.25571,0,0,0.994772,0.102121
-1.91751,-3.23378,0,0,0.994733,0.102504
-2.0179,-3.21185,0,0,0.9947,0.102824
-2.11539,-3.18923,0,0,0.994704,0.102783
-2.21382,-3.17062,0,0,0.994734,0.102488
-2.31197,-3.14996,0,0,0.995485,0.0949236
-2.38283,-3.04604,0,0,0.870206,0.492688
-2.43151,-2.94835,0,0,0.830862,0.556479
-2.4667,-2.8431,0,0,0.794128,0.607751
-2.49133,-2.73796,0,0,0.770549,0.637381
-2.51058,-2.63046,0,0,0.761045,0.648699
-2.52651,-2.52353,0,0,0.757405,0.652945
-2.53924,-2.41916,0,0,0.75594,0.654641
-2.54953,-2.29099,0,0,0.751495,0.659739
-2.56144,-2.18505,0,0,0.749616,0.661873
-2.57493,-2.07807,0,0,0.747142,0.664664
-2.59115,-1.95291,0,0,0.746277,0.665635
-2.60655,-1.84514,0,0,0.747481,0.664283
-2.62136,-1.73848,0,0,0.748174,0.663503
-2.63262,-1.63038,0,0,0.745825,0.666142
-2.64223,-1.52128,0,0,0.745075,0.666981
-2.65404,-1.41383,0,0,0.745572,0.666426
-2.66631,-1.29827,0,0,0.746083,0.665853
-2.67648,-1.1958,0,0,0.746227,0.665691
-2.68827,-1.09028,0,0,0.745996,0.665951
-2.70064,-0.986207,0,0,0.747263,0.664529
-2.71677,-0.885356,0,0,0.747598,0.664152
-2.72934,-0.78417,0,0,0.747277,0.664513
-2.74438,-0.683023,0,0,0.74785,0.663867
-2.76074,-0.579911,0,0,0.748575,0.66305
-2.76881,-0.480184,0,0,0.687143,0.726522
-2.75174,-0.379442,0,0,0.597286,0.802029
-2.70799,-0.284323,0,0,0.484044,0.875043
-2.63896,-0.200851,0,0,0.36307,0.931762
-2.53587,-0.128964,0,0,0.235254,0.971934
-2.43627,-0.0858662,0,0,0.16235,0.986733
-2.32746,-0.0561991,0,0,0.11811,0.993
-2.21697,-0.0353853,0,0,0.0941268,0.99556
-2.10199,-0.0215282,0,0,0.0781165,0.996944
-1.99788,-0.00556359,0,0,0.0764522,0.997073
-1.88993,0.0116722,0,0,0.0736769,0.997282
-1.7632,0.0280513,0,0,0.069519,0.997581
-1.65366,0.0405478,0,0,0.0692939,0.997596
-1.54992,0.0523249,0,0,0.0676005,0.997712
-1.43722,0.0625946,0,0,0.0623099,0.998057
-1.3281,0.0743592,0,0,0.0587396,0.998273
-1.21821,0.0868204,0,0,0.0577591,0.998331
-1.10791,0.0966731,0,0,0.0576867,0.998335
-1.00034,0.106759,0,0,0.0574369,0.998349
-0.896992,0.116652,0,0,0.0571924,0.998363
-0.78791,0.127608,0,0,0.0576113,0.998339
-0.675355,0.135416,0,0,0.0566065,0.998397
-0.555825,0.1512,0,0,0.0568582,0.998382
-0.453328,0.161863,0,0,0.0567753,0.998387
-0.349451,0.170196,0,0,0.056789,0.998386
-0.246704,0.178213,0,0,0.055496,0.998459
-0.145348,0.186321,0,0,0.0560492,0.998428
-0.0450611,0.197291,0,0,0.0561339,0.998423
