5.43757,-3.36448,0,0,0.00408462,0.999992
5.53409,-3.40058,0,0,-0.285851,0.958274
5.61743,-3.47071,0,0,-0.401618,0.915807
5.67962,-3.55938,0,0,-0.521029,0.853539
5.7184,-3.66218,0,0,-0.610392,0.7921
5.7413,-3.78738,0,0,-0.664174,0.747578
5.75463,-3.89705,0,0,-0.669607,0.742716
5.76544,-4.00595,0,0,-0.67888,0.734249
5.77006,-4.11558,0,0,-0.686636,0.727001
5.77338,-4.22499,0,0,-0.693777,0.72019
5.77721,-4.35198,0,0,-0.70076,0.713397
5.77956,-4.45976,0,0,-0.701457,0.712712
5.78072,-4.56733,0,0,-0.701329,0.712838
5.77744,-4.67904,0,0,-0.702713,0.711473
5.77747,-4.7868,0,0,-0.70294,0.71125
5.77706,-4.89578,0,0,-0.703395,0.710799
5.77384,-5.00502,0,0,-0.704252,0.70995
5.77094,-5.11548,0,0,-0.704808,0.709398
5.77002,-5.22534,0,0,-0.704902,0.709305
5.7697,-5.33442,0,0,-0.704324,0.709878
5.76968,-5.44214,0,0,-0.701699,0.712473
5.77143,-5.54882,0,0,-0.698958,0.715163
5.77285,-5.67939,0,0,-0.69556,0.718468
5.77319,-5.79227,0,0,-0.69511,0.718903
5.77581,-5.90334,0,0,-0.694569,0.719426
5.77695,-6.01205,0,0,-0.694241,0.719742
5.7781,-6.11231,0,0,-0.690912,0.722938
5.78232,-6.2142,0,0,-0.689536,0.724252
5.78804,-6.31718,0,0,-0.68895,0.724809
5.79208,-6.41836,0,0,-0.688821,0.724931
5.76081,-6.51476,0,0,-0.877704,0.479203
5.68567,-6.59882,0,0,-0.941482,0.337064
5.59285,-6.65335,0,0,-0.982089,0.188416
5.48908,-6.68286,0,0,-0.996417,0.0845781
5.38029,-6.69509,0,0,-0.999565,0.0294861
5.27051,-6.70026,0,0,-0.999912,0.013303
5.16042,-6.70317,0,0,-0.999877,0.0157097
5.03121,-6.70725,0,0,-0.999854,0.0170811
4.92099,-6.71091,0,0,-0.999851,0.0172842
4.81163,-6.71545,0,0,-0.999863,0.0165604
4.70522,-6.71794,0,0,-0.999915,0.0130333
4.59669,-6.72079,0,0,-0.999915,0.0130029
4.46955,-6.72459,0,0,-0.999947,0.0103435
4.36081,-6.72676,0,0,-0.999971,0.00764522
4.25238,-6.7304,0,0,-0.999966,0.00827823
4.1444,-6.7315,0,0,-0.999978,0.00659723
4.03676,-6.7295,0,0,-0.999981,0.00609982
3.92726,-6.73029,0,0,-0.999978,0.00657607
3.8193,-6.73109,0,0,-0.999982,0.00605709
3.71072,-6.732,0,0,-0.999982,0.00606748
3.60196,-6.73043,0,0,-0.999985,0.00538553
3.49169,-6.73436,0,0,-0.99998,0.00625755
3.38662,-6.73133,0,0,-0.999987,0.00514044
3.27961,-6.73188,0,0,-0.999987,0.0050145
3.17564,-6.73447,0,0,-0.999985,0.00547544
3.07493,-6.73902,0,0,-0.999983,0.00583711
2.97189,-6.73685,0,0,-0.999985,0.00550615
2.8665,-6.74291,0,0,-0.999978,0.00656584
2.76432,-6.74293,0,0,-0.999977,0.00681857
2.64251,-6.7491,0,0,-0.99997,0.0077248
2.53392,-6.75078,0,0,-0.99997,0.0077192
2.40793,-6.75264,0,0,-0.999972,0.00742347
2.29754,-6.75442,0,0,-0.999969,0.007903
2.18894,-6.75608,0,0,-0.999971,0.00758553
2.07897,-6.75825,0,0,-0.999971,0.00767279
1.96955,-6.76044,0,0,-0.999971,0.00763841
1.85797,-6.76153,0,0,-0.999973,0.00730755
1.75656,-6.75948,0,0,-0.999979,0.00648934
1.63499,-6.75891,0,0,-0.999986,0.00536539
1.51708,-6.76536,0,0,-0.999986,0.00537178
1.40215,-6.7649,0,0,-0.999986,0.00525898
1.29926,-6.7659,0,0,-0.999987,0.0051497
1.19834,-6.76283,0,0,-0.999991,0.00434843
1.08981,-6.76163,0,0,-0.999993,0.00385072
0.986172,-6.76794,0,0,-0.999989,0.00461121
0.878248,-6.74861,0,0,0.97801,0.208557
0.790569,-6.69554,0,0,0.944391,0.328825
0.715341,-6.61765,0,0,0.890516,0.454953
0.663587,-6.52309,0,0,0.826793,0.562506
0.631306,-6.41826,0,0,0.780153,0.625589
0.607662,-6.30628,0,0,0.766039,0.642794
0.586167,-6.18047,0,0,0.758757,0.651373
0.571072,-6.07138,0,0,0.748366,0.663286
0.558158,-5.96379,0,0,0.737743,0.675082
0.547244,-5.85424,0,0,0.732182,0.681109
0.537866,-5.74554,0,0,0.730588,0.682819
0.526823,-5.63916,0,0,0.729614,0.68386
0.52085,-5.53014,0,0,0.728522,0.685023
0.513689,-5.42173,0,0,0.722387,0.691489
0.50795,-5.31311,0,0,0.717943,0.696102
0.507664,-5.20299,0,0,0.71463,0.699502
0.50696,-5.1003,0,0,0.711765,0.702418
0.503657,-4.98917,0,0,0.708053,0.706159
0.499818,-4.87683,0,0,0.70719,0.707023
0.499444,-4.77625,0,0,0.704992,0.709216
0.501374,-4.67442,0,0,0.704575,0.709629
0.504076,-4.56979,0,0,0.704142,0.710059
0.504164,-4.46844,0,0,0.704678,0.709527
0.504106,-4.36276,0,0,0.704214,0.709988
0.503989,-4.26148,0,0,0.704636,0.709569
